"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002715","각골초등학교","02","공립","N","","4","116","29","4","108","27","4","108","27","4","109","27.3","5","136","27.2","5","148","29.6","1","5","5","0","0","0","27","730","27","32","22.8"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002716","검바위초등학교","02","공립","N","","4","91","22.8","3","73","24.3","3","89","29.7","4","98","24.5","4","116","29","5","116","23.2","1","4","4","0","0","0","24","587","24.5","28","21"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002717","경수초등학교","02","공립","N","","3","63","21","3","62","20.7","3","60","20","3","87","29","3","71","23.7","3","82","27.3","0","0","0","0","0","0","18","425","23.6","22","19.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002718","경일초등학교","02","공립","N","","4","115","28.8","4","95","23.8","4","104","26","5","128","25.6","4","120","30","5","122","24.4","1","4","4","0","0","0","27","688","25.5","32","21.5"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002719","계수초등학교","02","공립","N","","1","13","13","1","10","10","1","19","19","1","15","15","1","14","14","1","21","21","1","1","1","0","0","0","7","93","13.3","7","13.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002720","고잔초등학교","02","공립","N","","6","151","25.2","5","140","28","6","165","27.5","6","161","26.8","6","155","25.8","6","172","28.7","2","15","7.5","0","0","0","37","959","25.9","42","22.8"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002721","관산초등학교","02","공립","N","","6","159","26.5","6","159","26.5","6","161","26.8","5","134","26.8","6","166","27.7","6","156","26","2","12","6","2","6","3","39","953","24.4","41","23.2"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002722","군서초등학교","02","공립","N","","5","136","27.2","4","105","26.3","4","110","27.5","4","95","23.8","4","87","21.8","3","89","29.7","1","5","5","0","0","0","25","627","25.1","29","21.6"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002723","군자초등학교","02","공립","N","","8","181","22.6","6","152","25.3","7","164","23.4","7","158","22.6","7","173","24.7","7","164","23.4","1","5","5","0","0","0","43","997","23.2","50","19.9"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002724","금모래초등학교","02","공립","N","","5","133","26.6","5","146","29.2","5","133","26.6","5","152","30.4","5","121","24.2","5","134","26.8","1","3","3","0","0","0","31","822","26.5","37","22.2"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002725","냉정초등학교","02","공립","N","","7","184","26.3","6","180","30","6","162","27","6","169","28.2","7","176","25.1","6","166","27.7","2","10","5","0","0","0","40","1047","26.2","44","23.8"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002726","능길초등학교","02","공립","N","","2","31","15.5","1","18","18","1","20","20","2","26","13","1","20","20","1","10","10","1","3","3","0","0","0","9","128","14.2","9","14.2"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002727","대남초등학교","02","공립","N","","1","7","7","1","6","6","1","11","11","1","10","10","1","7","7","1","5","5","1","7","7","5","24","4.8","12","77","6.4","7","11"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002728","대남초등학교풍도분교장","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","1","2","2","1","2"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002729","대동초등학교","02","공립","N","","1","11","11","1","8","8","1","12","12","1","11","11","1","7","7","1","11","11","0","0","0","0","0","0","6","60","10","8","7.5"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002730","대부초등학교","02","공립","N","","1","10","10","1","15","15","1","12","12","1","14","14","1","19","19","1","18","18","0","0","0","0","0","0","6","88","14.7","7","12.6"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002731","대야초등학교","02","공립","N","","3","73","24.3","3","63","21","3","79","26.3","4","88","22","3","87","29","3","78","26","2","8","4","0","0","0","21","476","22.7","22","21.6"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002732","덕성초등학교","02","공립","N","","4","113","28.3","4","96","24","3","76","25.3","5","127","25.4","4","107","26.8","5","123","24.6","0","0","0","0","0","0","25","642","25.7","30","21.4"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002733","도일초등학교","02","공립","N","","4","105","26.3","5","136","27.2","4","108","27","4","115","28.8","4","104","26","4","113","28.3","2","9","4.5","1","5","5","28","695","24.8","30","23.2"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002734","도창초등학교","02","공립","N","","2","41","20.5","2","43","21.5","2","44","22","3","52","17.3","2","36","18","2","27","13.5","1","2","2","0","0","0","14","245","17.5","16","15.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002735","매화초등학교","02","공립","N","","6","168","28","5","133","26.6","5","128","25.6","5","132","26.4","5","145","29","5","141","28.2","3","19","6.3","0","0","0","34","866","25.5","36","24.1"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002736","목감초등학교","02","공립","N","","3","76","25.3","3","85","28.3","3","74","24.7","4","96","24","4","92","23","4","105","26.3","1","3","3","0","0","0","22","531","24.1","25","21.2"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002737","반월초등학교","02","공립","N","","3","70","23.3","3","75","25","2","48","24","3","73","24.3","3","61","20.3","3","72","24","1","2","2","0","0","0","18","401","22.3","21","19.1"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002738","별망초등학교","02","공립","N","","5","114","22.8","4","87","21.8","4","93","23.3","5","113","22.6","4","98","24.5","5","106","21.2","1","5","5","0","0","0","28","616","22","33","18.7"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002739","본오초등학교","02","공립","N","","6","169","28.2","5","148","29.6","6","172","28.7","6","179","29.8","7","181","25.9","7","207","29.6","2","11","5.5","1","3","3","40","1070","26.8","44","24.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002740","본원초등학교","02","공립","N","","9","253","28.1","8","228","28.5","8","216","27","9","249","27.7","10","281","28.1","11","311","28.3","0","0","0","0","0","0","55","1538","28","68","22.6"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002741","삼일초등학교","02","공립","N","","6","164","27.3","6","152","25.3","6","152","25.3","6","168","28","7","196","28","7","180","25.7","2","15","7.5","0","0","0","40","1027","25.7","46","22.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002742","상록초등학교","02","공립","N","","9","249","27.7","9","232","25.8","7","208","29.7","9","261","29","9","246","27.3","9","248","27.6","1","10","10","0","0","0","53","1454","27.4","61","23.8"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002743","서촌초등학교","02","공립","N","","6","163","27.2","6","145","24.2","5","126","25.2","5","119","23.8","6","142","23.7","5","133","26.6","2","10","5","0","0","0","35","838","23.9","38","22.1"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002744","서해초등학교","02","공립","N","","8","216","27","8","211","26.4","7","204","29.1","7","200","28.6","9","242","26.9","8","211","26.4","2","12","6","1","4","4","50","1300","26","55","23.6"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002745","석호초등학교","02","공립","N","","5","145","29","5","152","30.4","5","145","29","6","150","25","6","174","29","6","157","26.2","2","12","6","0","0","0","35","935","26.7","39","24"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002746","선부초등학교","02","공립","N","","6","175","29.2","6","158","26.3","6","162","27","7","194","27.7","7","181","25.9","7","204","29.1","2","11","5.5","0","0","0","41","1085","26.5","47","23.1"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002747","선일초등학교","02","공립","N","","2","52","26","2","45","22.5","2","37","18.5","2","46","23","2","45","22.5","2","52","26","2","13","6.5","0","0","0","14","290","20.7","14","20.7"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002749","성안초등학교","02","공립","N","","6","157","26.2","5","138","27.6","5","147","29.4","5","134","26.8","5","149","29.8","6","171","28.5","1","5","5","0","0","0","33","901","27.3","37","24.4"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002750","성포초등학교","02","공립","N","","5","127","25.4","5","129","25.8","4","112","28","5","133","26.6","5","142","28.4","6","160","26.7","1","6","6","0","0","0","31","809","26.1","35","23.1"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002751","소래초등학교","02","공립","N","","3","88","29.3","3","88","29.3","3","81","27","4","99","24.8","4","101","25.3","4","104","26","1","2","2","0","0","0","22","563","25.6","27","20.9"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002752","송운초등학교","02","공립","N","","7","189","27","7","199","28.4","7","184","26.3","7","205","29.3","8","223","27.9","8","230","28.8","2","10","5","0","0","0","46","1240","27","53","23.4"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002753","송호초등학교","02","공립","N","","6","164","27.3","4","115","28.8","6","152","25.3","6","168","28","7","203","29","7","192","27.4","1","5","5","2","7","3.5","39","1006","25.8","42","24"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002755","슬기초등학교","02","공립","N","","4","109","27.3","4","122","30.5","5","143","28.6","5","135","27","4","122","30.5","4","119","29.8","0","0","0","1","3","3","27","753","27.9","31","24.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002756","시곡초등학교","02","공립","N","","5","145","29","5","148","29.6","6","154","25.7","6","182","30.3","6","178","29.7","7","196","28","1","4","4","0","0","0","36","1007","28","43","23.4"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002757","시랑초등학교","02","공립","N","","4","98","24.5","4","91","22.8","4","105","26.3","4","117","29.3","5","128","25.6","5","123","24.6","1","5","5","0","0","0","27","667","24.7","32","20.8"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002758","시화초등학교","02","공립","N","","3","81","27","3","67","22.3","3","62","20.7","3","61","20.3","3","70","23.3","3","66","22","2","10","5","1","3","3","21","420","20","23","18.3"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002759","시흥매화초등학교","02","공립","N","","3","85","28.3","3","79","26.3","3","79","26.3","4","95","23.8","4","103","25.8","4","114","28.5","1","4","4","0","0","0","22","559","25.4","26","21.5"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002760","시흥신일초등학교","02","공립","N","","6","148","24.7","5","135","27","5","141","28.2","6","166","27.7","6","169","28.2","5","149","29.8","1","4","4","0","0","0","34","912","26.8","40","22.8"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002761","시흥은행초등학교","02","공립","N","","4","119","29.8","4","119","29.8","4","118","29.5","5","120","24","5","137","27.4","5","126","25.2","1","4","4","0","0","0","28","743","26.5","32","23.2"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002762","시흥초등학교","02","공립","N","","6","168","28","6","153","25.5","5","137","27.4","6","151","25.2","6","157","26.2","6","160","26.7","2","11","5.5","0","0","0","37","937","25.3","41","22.9"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002764","신천초등학교","02","공립","N","","4","91","22.8","4","93","23.3","4","99","24.8","3","90","30","4","119","29.8","5","137","27.4","2","10","5","0","0","0","26","639","24.6","28","22.8"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002765","안산광덕초등학교","02","공립","N","","5","133","26.6","5","126","25.2","4","99","24.8","5","144","28.8","5","141","28.2","5","146","29.2","1","5","5","0","0","0","30","794","26.5","35","22.7"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002766","안산부곡초등학교","02","공립","N","","6","163","27.2","6","162","27","5","144","28.8","6","156","26","6","171","28.5","6","164","27.3","2","12","6","0","0","0","37","972","26.3","40","24.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002767","안산서초등학교","02","공립","N","","5","126","25.2","4","110","27.5","4","94","23.5","4","105","26.3","4","104","26","4","104","26","1","7","7","0","0","0","26","650","25","29","22.4"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002768","안산석수초등학교","02","공립","N","","5","133","26.6","4","107","26.8","4","102","25.5","5","129","25.8","4","116","29","5","124","24.8","2","10","5","0","0","0","29","721","24.9","34","21.2"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002769","안산양지초등학교","02","공립","N","","7","158","22.6","5","101","20.2","6","128","21.3","6","148","24.7","6","146","24.3","8","182","22.8","1","0","0","0","0","0","39","863","22.1","45","19.2"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002770","안산원곡초등학교","02","공립","N","","4","90","22.5","4","78","19.5","3","63","21","3","65","21.7","2","50","25","4","77","19.3","1","2","2","0","0","0","21","425","20.2","26","16.3"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002771","안산중앙초등학교","02","공립","N","","4","105","26.3","5","106","21.2","5","104","20.8","5","124","24.8","6","140","23.3","6","147","24.5","0","0","0","0","0","0","31","726","23.4","40","18.2"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002772","안산초등학교","02","공립","N","","4","100","25","3","80","26.7","3","83","27.7","3","81","27","3","80","26.7","3","81","27","2","10","5","0","0","0","21","515","24.5","22","23.4"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002773","안산화정초등학교","02","공립","N","","8","236","29.5","8","220","27.5","7","197","28.1","8","233","29.1","9","240","26.7","10","259","25.9","3","15","5","0","0","0","53","1400","26.4","59","23.7"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002774","연성초등학교","02","공립","N","","4","118","29.5","4","111","27.8","4","102","25.5","4","103","25.8","4","112","28","5","135","27","1","5","5","0","0","0","26","686","26.4","29","23.7"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002775","옥터초등학교","02","공립","N","","3","81","27","3","64","21.3","3","71","23.7","3","69","23","3","66","22","2","45","22.5","1","3","3","0","0","0","18","399","22.2","20","20"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002776","와동초등학교","02","공립","N","","5","151","30.2","5","138","27.6","5","130","26","6","166","27.7","6","171","28.5","6","164","27.3","2","7","3.5","0","0","0","35","927","26.5","39","23.8"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002778","원일초등학교","02","공립","N","","3","77","25.7","3","63","21","3","62","20.7","3","79","26.3","3","70","23.3","3","76","25.3","0","0","0","0","0","0","18","427","23.7","23","18.6"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002779","은계초등학교","02","공립","N","","5","124","24.8","4","118","29.5","4","99","24.8","5","135","27","5","146","29.2","6","162","27","1","4","4","1","2","2","31","790","25.5","36","21.9"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002780","이호초등학교","02","공립","N","","6","172","28.7","5","138","27.6","5","149","29.8","6","164","27.3","6","157","26.2","6","163","27.2","2","9","4.5","1","3","3","37","955","25.8","40","23.9"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002781","장곡초등학교","02","공립","N","","8","233","29.1","7","183","26.1","7","187","26.7","7","203","29","7","205","29.3","7","190","27.1","1","6","6","0","0","0","44","1207","27.4","50","24.1"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002782","정왕초등학교","02","공립","N","","8","226","28.3","8","209","26.1","7","197","28.1","7","196","28","8","210","26.3","7","187","26.7","2","12","6","1","5","5","48","1242","25.9","54","23"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002783","정재초등학교","02","공립","N","","2","56","28","2","53","26.5","2","55","27.5","3","71","23.7","3","64","21.3","2","56","28","1","6","6","0","0","0","15","361","24.1","18","20.1"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002784","정지초등학교","02","공립","N","","4","101","25.3","3","75","25","4","90","22.5","4","116","29","4","120","30","5","126","25.2","1","8","8","0","0","0","25","636","25.4","29","21.9"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002786","진말초등학교","02","공립","N","","4","119","29.8","4","93","23.3","3","92","30.7","4","118","29.5","5","127","25.4","5","136","27.2","1","4","4","0","0","0","26","689","26.5","29","23.8"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002787","초당초등학교","02","공립","N","","9","268","29.8","8","214","26.8","7","202","28.9","8","235","29.4","9","260","28.9","8","228","28.5","3","15","5","0","0","0","52","1422","27.3","58","24.5"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002788","초지초등학교","02","공립","N","","7","205","29.3","6","175","29.2","6","181","30.2","6","189","31.5","7","188","26.9","7","200","28.6","1","10","10","0","0","0","40","1148","28.7","47","24.4"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002789","포리초등학교","02","공립","N","","2","49","24.5","3","59","19.7","2","59","29.5","2","57","28.5","3","72","24","3","69","23","0","0","0","0","0","0","15","365","24.3","19","19.2"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002790","하중초등학교","02","공립","N","","6","148","24.7","6","150","25","6","137","22.8","7","160","22.9","6","134","22.3","8","184","23","2","7","3.5","0","0","0","41","920","22.4","48","19.2"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002791","함현초등학교","02","공립","N","","4","112","28","4","118","29.5","4","100","25","4","120","30","5","129","25.8","4","104","26","1","3","3","0","0","0","26","686","26.4","30","22.9"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002792","호동초등학교","02","공립","N","","10","309","30.9","9","256","28.4","10","298","29.8","10","288","28.8","10","295","29.5","9","269","29.9","1","8","8","0","0","0","59","1723","29.2","70","24.6"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002793","화랑초등학교","02","공립","N","","7","198","28.3","6","163","27.2","6","174","29","7","195","27.9","7","205","29.3","8","220","27.5","3","19","6.3","0","0","0","44","1174","26.7","49","24"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002926","보개초등학교가율분교장","02","공립","N","","0","0","0","1","5","5","1","3","3","1","5","5","1","6","6","1","5","5","1","1","1","0","0","0","6","25","4.2","6","4.2"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002927","개산초등학교","02","공립","N","","2","30","15","2","31","15.5","1","23","23","1","22","22","1","11","11","1","15","15","1","1","1","0","0","0","9","133","14.8","9","14.8"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002928","개정초등학교","02","공립","N","","1","13","13","1","11","11","1","13","13","1","12","12","1","13","13","1","12","12","0","0","0","0","0","0","6","74","12.3","7","10.6"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002929","고삼초등학교","02","공립","N","","1","11","11","1","10","10","1","9","9","1","13","13","1","5","5","1","11","11","0","0","0","0","0","0","6","59","9.8","7","8.4"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002931","공도초등학교","02","공립","N","","7","187","26.7","6","169","28.2","6","155","25.8","5","146","29.2","5","153","30.6","6","152","25.3","2","8","4","0","0","0","37","970","26.2","40","24.3"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002933","광덕초등학교","02","공립","N","","1","14","14","1","18","18","1","14","14","1","12","12","1","23","23","1","22","22","1","4","4","0","0","0","7","107","15.3","7","15.3"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002934","광선초등학교","02","공립","N","","1","15","15","1","10","10","1","8","8","1","11","11","1","10","10","1","9","9","0","0","0","0","0","0","6","63","10.5","7","9"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002935","금광초등학교","02","공립","N","","2","43","21.5","2","47","23.5","2","42","21","2","48","24","2","53","26.5","3","74","24.7","1","3","3","0","0","0","14","310","22.1","15","20.7"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002936","금광초등학교조령분교장","02","공립","N","","0","0","0","1","5","5","0","0","0","1","5","5","0","0","0","1","6","6","1","2","2","0","0","0","4","18","4.5","3","6"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002937","내혜홀초등학교","02","공립","N","","6","156","26","4","117","29.3","5","129","25.8","5","141","28.2","5","145","29","5","132","26.4","2","12","6","0","0","0","32","832","26","36","23.1"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002938","대덕초등학교","02","공립","N","","2","34","17","2","43","21.5","2","32","16","1","14","14","1","17","17","1","18","18","1","3","3","0","0","0","10","161","16.1","10","16.1"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002940","동신초등학교","02","공립","N","","1","32","32","1","14","14","1","15","15","1","11","11","1","11","11","1","16","16","1","2","2","0","0","0","7","101","14.4","7","14.4"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002941","마전초등학교","02","공립","N","","1","9","9","1","11","11","1","8","8","1","9","9","1","9","9","1","15","15","1","1","1","0","0","0","7","62","8.9","7","8.9"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002942","명덕초등학교","02","공립","N","","1","21","21","1","16","16","1","17","17","1","17","17","1","15","15","1","14","14","0","0","0","0","0","0","6","100","16.7","7","14.3"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002943","문기초등학교","02","공립","N","","4","103","25.8","3","72","24","3","69","23","3","86","28.7","3","74","24.7","4","94","23.5","2","7","3.5","0","0","0","22","505","23","24","21"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002944","미곡초등학교","02","공립","N","","1","12","12","1","10","10","1","16","16","1","11","11","1","12","12","1","20","20","0","0","0","1","4","4","7","85","12.1","7","12.1"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002945","미양초등학교","02","공립","N","","1","11","11","1","9","9","1","7","7","1","19","19","1","15","15","1","22","22","1","1","1","0","0","0","7","84","12","7","12"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002946","방초초등학교","02","공립","N","","1","15","15","1","8","8","1","7","7","1","11","11","1","9","9","1","5","5","1","1","1","0","0","0","7","56","8","8","7"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002947","백성초등학교","02","공립","N","","3","55","18.3","2","32","16","2","33","16.5","2","40","20","3","52","17.3","3","53","17.7","2","14","7","0","0","0","17","279","16.4","19","14.7"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002948","보개초등학교","02","공립","N","","1","13","13","1","8","8","1","9","9","1","10","10","1","9","9","1","8","8","1","3","3","0","0","0","7","60","8.6","7","8.6"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002949","보체초등학교","02","공립","N","","1","18","18","1","19","19","1","22","22","1","19","19","1","10","10","1","12","12","1","7","7","0","0","0","7","107","15.3","7","15.3"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002950","비룡초등학교","02","공립","N","","8","247","30.9","7","188","26.9","7","197","28.1","8","232","29","8","235","29.4","9","257","28.6","1","7","7","0","0","0","48","1363","28.4","55","24.8"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002951","산평초등학교","02","공립","N","","1","7","7","1","6","6","1","8","8","1","9","9","1","9","9","1","17","17","1","2","2","0","0","0","7","58","8.3","7","8.3"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002952","삼죽초등학교","02","공립","N","","1","18","18","1","19","19","1","12","12","1","15","15","1","14","14","1","14","14","1","2","2","0","0","0","7","94","13.4","11","8.5"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002953","서삼초등학교","02","공립","N","","1","5","5","1","6","6","1","4","4","1","6","6","1","6","6","1","2","2","1","2","2","0","0","0","7","31","4.4","7","4.4"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002954","서운초등학교","02","공립","N","","1","10","10","1","14","14","1","7","7","1","14","14","1","14","14","1","10","10","1","2","2","0","0","0","7","71","10.1","7","10.1"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002956","안성초등학교","02","공립","N","","5","127","25.4","6","164","27.3","5","128","25.6","5","141","28.2","6","151","25.2","7","183","26.1","2","12","6","1","3","3","37","909","24.6","43","21.1"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002957","양성초등학교","02","공립","N","","1","9","9","1","17","17","1","15","15","1","13","13","1","10","10","1","18","18","1","3","3","0","0","0","7","85","12.1","7","12.1"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002959","양진초등학교","02","공립","N","","9","255","28.3","9","242","26.9","7","192","27.4","8","228","28.5","8","238","29.8","8","228","28.5","2","11","5.5","0","0","0","51","1394","27.3","58","24"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002960","용머리초등학교","02","공립","N","","6","172","28.7","5","134","26.8","6","163","27.2","5","136","27.2","6","158","26.3","5","133","26.6","2","8","4","0","0","0","35","904","25.8","38","23.8"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002961","원곡초등학교","02","공립","N","","1","9","9","1","8","8","1","17","17","1","11","11","1","13","13","1","9","9","1","2","2","0","0","0","7","69","9.9","7","9.9"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002962","원곡초등학교성은분교장","02","공립","N","","0","0","0","0","0","0","1","6","6","0","0","0","0","0","0","1","4","4","0","0","0","0","0","0","2","10","5","2","5"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002963","일죽초등학교","02","공립","N","","2","34","17","2","31","15.5","2","34","17","2","31","15.5","2","25","12.5","2","27","13.5","1","2","2","0","0","0","13","184","14.2","14","13.1"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002967","죽산초등학교","02","공립","N","","2","32","16","2","35","17.5","2","31","15.5","2","40","20","2","39","19.5","2","48","24","1","2","2","0","0","0","13","227","17.5","14","16.2"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002968","죽화초등학교","02","공립","N","","1","11","11","1","8","8","1","18","18","1","8","8","1","10","10","1","18","18","1","1","1","0","0","0","7","74","10.6","7","10.6"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002969","현매초등학교","02","공립","N","","1","6","6","1","6","6","1","9","9","1","8","8","1","5","5","1","8","8","1","1","1","0","0","0","7","43","6.1","7","6.1"
"경기도교육청","경기도안양과천교육지원청","경기도 과천시","S090003042","과천초등학교","02","공립","N","","4","113","28.3","4","105","26.3","4","101","25.3","5","134","26.8","5","126","25.2","5","133","26.6","1","5","5","0","0","0","28","717","25.6","33","21.7"
"경기도교육청","경기도안양과천교육지원청","경기도 과천시","S090003043","관문초등학교","02","공립","N","","3","87","29","4","98","24.5","4","113","28.3","4","114","28.5","5","125","25","5","137","27.4","1","2","2","0","0","0","26","676","26","30","22.5"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090003044","관양초등학교","02","공립","N","","5","146","29.2","5","136","27.2","5","138","27.6","6","150","25","7","188","26.9","6","171","28.5","2","14","7","0","0","0","36","943","26.2","43","21.9"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090003045","귀인초등학교","02","공립","N","","7","225","32.1","7","215","30.7","9","259","28.8","8","249","31.1","10","315","31.5","10","293","29.3","0","0","0","0","0","0","51","1556","30.5","62","25.1"
