"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"대구광역시교육청","대구광역시달성교육지원청","대구광역시 달성군","S030001654","대구명곡초등학교","02","공립","N","","4","77","19.3","4","73","18.3","3","62","20.7","3","69","23","4","83","20.8","4","91","22.8","1","2","2","0","0","0","23","457","19.9","28","16.3"
"대구광역시교육청","대구광역시달성교육지원청","대구광역시 달성군","S030001655","대구천내초등학교","02","공립","N","","3","65","21.7","3","65","21.7","3","56","18.7","4","79","19.8","4","93","23.3","4","76","19","2","6","3","0","0","0","23","440","19.1","26","16.9"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001675","대구장성초등학교","02","공립","N","","3","62","20.7","2","47","23.5","3","53","17.7","3","55","18.3","2","46","23","2","48","24","1","6","6","0","0","0","16","317","19.8","19","16.7"
"대구광역시교육청","대구광역시달성교육지원청","대구광역시 달성군","S030001676","대구논공초등학교","02","공립","N","","3","54","18","2","41","20.5","3","70","23.3","4","72","18","3","59","19.7","4","79","19.8","1","3","3","0","0","0","20","378","18.9","23","16.4"
"대구광역시교육청","대구광역시달성교육지원청","대구광역시 달성군","S030001677","대구도림초등학교","02","공립","N","","5","97","19.4","4","75","18.8","4","72","18","4","88","22","4","81","20.3","3","64","21.3","1","7","7","0","0","0","25","484","19.4","29","16.7"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 동구","S030001682","대구강동초등학교","02","공립","N","","8","228","28.5","7","207","29.6","7","206","29.4","8","253","31.6","8","244","30.5","9","256","28.4","0","0","0","0","0","0","47","1394","29.7","55","25.3"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 동구","S030001683","대구동호초등학교","02","공립","N","","6","178","29.7","6","169","28.2","6","169","28.2","6","146","24.3","6","158","26.3","6","137","22.8","1","7","7","0","0","0","37","964","26.1","43","22.4"
"대구광역시교육청","대구광역시서부교육지원청","대구광역시 북구","S030001684","대구함지초등학교","02","공립","N","","7","155","22.1","7","161","23","7","153","21.9","7","163","23.3","8","192","24","7","167","23.9","1","2","2","0","0","0","44","993","22.6","52","19.1"
"대구광역시교육청","대구광역시서부교육지원청","대구광역시 북구","S030001685","대구동변초등학교","02","공립","N","","8","168","21","7","166","23.7","8","164","20.5","8","166","20.8","8","185","23.1","8","182","22.8","1","3","3","0","0","0","48","1034","21.5","56","18.5"
"대구광역시교육청","대구광역시서부교육지원청","대구광역시 북구","S030001686","대구서변초등학교","02","공립","N","","5","132","26.4","5","117","23.4","5","116","23.2","6","141","23.5","5","108","21.6","5","108","21.6","1","8","8","0","0","0","32","730","22.8","37","19.7"
"대구광역시교육청","대구광역시달성교육지원청","대구광역시 달성군","S030001715","대구화동초등학교","02","공립","N","","4","83","20.8","3","60","20","3","66","22","3","68","22.7","3","66","22","3","63","21","2","7","3.5","0","0","0","21","413","19.7","24","17.2"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 수성구","S030001725","대구청림초등학교","02","공립","N","","4","82","20.5","4","77","19.3","4","83","20.8","4","78","19.5","4","86","21.5","4","92","23","1","7","7","0","0","0","25","505","20.2","30","16.8"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001740","대구월서초등학교","02","공립","N","","7","248","35.4","7","232","33.1","8","260","32.5","9","276","30.7","10","312","31.2","12","345","28.8","0","0","0","0","0","0","53","1673","31.6","65","25.7"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 수성구","S030001758","대구사월초등학교","02","공립","N","","7","213","30.4","7","202","28.9","6","187","31.2","8","217","27.1","7","191","27.3","7","197","28.1","0","0","0","0","0","0","42","1207","28.7","51","23.7"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001762","대구호산초등학교","02","공립","N","","4","92","23","3","70","23.3","4","85","21.3","5","99","19.8","5","108","21.6","5","102","20.4","1","1","1","0","0","0","27","557","20.6","31","18"
"대구광역시교육청","대구광역시서부교육지원청","대구광역시 북구","S030001767","대구학정초등학교","02","공립","N","","6","174","29","6","166","27.7","6","157","26.2","6","152","25.3","7","168","24","6","158","26.3","2","7","3.5","0","0","0","39","982","25.2","45","21.8"
"대구광역시교육청","대구광역시달성교육지원청","대구광역시 달성군","S030001809","대구왕선초등학교","02","공립","N","","6","130","21.7","5","103","20.6","5","116","23.2","5","107","21.4","4","103","25.8","5","94","18.8","0","0","0","0","0","0","30","653","21.8","36","18.1"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001811","대구유천초등학교","02","공립","N","","8","213","26.6","7","187","26.7","7","175","25","7","191","27.3","7","192","27.4","6","159","26.5","1","4","4","0","0","0","43","1121","26.1","50","22.4"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001812","대구신월초등학교","02","공립","N","","7","185","26.4","6","147","24.5","7","179","25.6","6","176","29.3","8","210","26.3","8","199","24.9","0","0","0","0","0","0","42","1096","26.1","50","21.9"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 수성구","S030001813","대구매동초등학교","02","공립","N","","5","113","22.6","4","98","24.5","4","106","26.5","5","112","22.4","6","139","23.2","5","129","25.8","0","0","0","0","0","0","29","697","24","35","19.9"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001814","대구조암초등학교","02","공립","N","","6","153","25.5","5","143","28.6","5","135","27","6","161","26.8","8","196","24.5","6","161","26.8","0","0","0","0","0","0","36","949","26.4","44","21.6"
"대구광역시교육청","대구광역시달성교육지원청","대구광역시 달성군","S030001818","대구매곡초등학교","02","공립","N","","5","133","26.6","4","116","29","5","127","25.4","4","116","29","5","128","25.6","4","109","27.3","0","0","0","0","0","0","27","729","27","35","20.8"
"대구광역시교육청","대구광역시서부교육지원청","대구광역시 북구","S030001819","대구관문초등학교","02","공립","N","","8","210","26.3","6","188","31.3","6","183","30.5","7","187","26.7","6","160","26.7","6","154","25.7","1","6","6","0","0","0","40","1088","27.2","48","22.7"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 동구","S030001821","대구율원초등학교","02","공립","N","","8","216","27","6","155","25.8","5","145","29","6","164","27.3","6","166","27.7","5","133","26.6","1","6","6","0","0","0","37","985","26.6","43","22.9"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001825","대구월암초등학교","02","공립","N","","8","201","25.1","8","190","23.8","8","198","24.8","6","156","26","6","138","23","5","111","22.2","1","3","3","0","0","0","42","997","23.7","49","20.3"
"대구광역시교육청","대구광역시남부교육지원청","대구광역시 달서구","S030001826","대구한샘초등학교","02","공립","N","","9","348","38.7","8","285","35.6","5","208","41.6","5","192","38.4","5","183","36.6","4","127","31.8","1","2","2","0","0","0","37","1345","36.4","41","32.8"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 수성구","S030001827","대구들안길초등학교","02","공립","N","","4","107","26.8","5","109","21.8","5","108","21.6","4","97","24.3","3","74","24.7","3","76","25.3","1","4","4","0","0","0","25","575","23","30","19.2"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 동구","S030001853","대구봉무초등학교","02","공립","N","","9","180","20","5","137","27.4","4","115","28.8","4","110","27.5","4","114","28.5","4","88","22","0","0","0","0","0","0","30","744","24.8","36","20.7"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 동구","S030001857","대구율금초등학교","02","공립","N","","6","155","25.8","6","140","23.3","4","112","28","3","59","19.7","3","70","23.3","3","56","18.7","0","0","0","0","0","0","25","592","23.7","31","19.1"
"대구광역시교육청","대구광역시동부교육지원청","대구광역시 동구","S030001858","대구새론초등학교","02","공립","N","","1","32","32","1","11","11","1","5","5","1","5","5","1","6","6","1","1","1","0","0","0","0","0","0","6","60","10","8","7.5"
"대구광역시교육청","대구광역시서부교육지원청","대구광역시 북구","S030002090","대구삼영초등학교","02","공립","N","","1","7","7","1","8","8","1","11","11","1","15","15","1","8","8","1","16","16","1","1","1","0","0","0","7","66","9.4","8","8.3"
"인천광역시교육청","교육부","인천광역시 계양구","S000003564","경인교육대학교부설초등학교","02","국립","N","","4","95","23.8","4","111","27.8","4","111","27.8","4","111","27.8","4","108","27","4","107","26.8","1","6","6","0","0","0","25","649","26","28","23.2"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000330","갑룡초등학교","02","공립","N","","5","110","22","4","107","26.8","5","111","22.2","5","123","24.6","5","130","26","6","137","22.8","1","1","1","0","0","0","31","719","23.2","37","19.4"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000331","강화초등학교","02","공립","N","","3","65","21.7","3","61","20.3","3","76","25.3","3","74","24.7","4","93","23.3","3","80","26.7","1","8","8","0","0","0","20","457","22.9","24","19"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000333","교동초등학교","02","공립","N","","0","0","0","1","5","5","1","10","10","1","5","5","1","5","5","1","5","5","1","2","2","0","0","0","6","32","5.3","6","5.3"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000334","길상초등학교","02","공립","N","","2","48","24","2","31","15.5","2","37","18.5","2","43","21.5","2","33","16.5","2","37","18.5","1","6","6","0","0","0","13","235","18.1","15","15.7"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000337","난정초등학교","02","공립","N","","1","7","7","1","7","7","1","2","2","0","0","0","1","6","6","1","3","3","1","6","6","0","0","0","6","31","5.2","6","5.2"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000338","내가초등학교","02","공립","N","","1","7","7","1","8","8","1","9","9","0","0","0","1","15","15","1","11","11","1","1","1","0","0","0","6","51","8.5","6","8.5"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000342","대월초등학교","02","공립","N","","1","11","11","1","20","20","1","19","19","1","20","20","1","14","14","1","18","18","1","4","4","0","0","0","7","106","15.1","8","13.3"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000345","명신초등학교","02","공립","N","","1","6","6","1","6","6","1","11","11","1","7","7","1","8","8","1","6","6","0","0","0","0","0","0","6","44","7.3","7","6.3"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000349","불은초등학교","02","공립","N","","1","16","16","1","13","13","1","4","4","1","15","15","1","13","13","1","7","7","0","0","0","0","0","0","6","68","11.3","7","9.7"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000350","삼산초등학교","02","공립","N","","1","8","8","0","0","0","1","8","8","1","3","3","1","5","5","1","7","7","0","0","0","0","0","0","5","31","6.2","6","5.2"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000354","삼성초등학교","02","공립","N","","1","6","6","1","12","12","1","8","8","1","10","10","1","6","6","1","4","4","1","4","4","0","0","0","7","50","7.1","9","5.6"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000355","서도초등학교","02","공립","N","","0","0","0","1","5","5","0","0","0","1","3","3","0","0","0","1","4","4","0","0","0","0","0","0","3","12","4","3","4"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000360","선원초등학교","02","공립","N","","2","40","20","2","34","17","2","35","17.5","2","32","16","2","29","14.5","2","30","15","1","5","5","0","0","0","13","205","15.8","14","14.6"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000364","송해초등학교","02","공립","N","","1","7","7","1","6","6","1","5","5","1","7","7","1","6","6","1","7","7","1","3","3","0","0","0","7","41","5.9","7","5.9"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000367","양도초등학교","02","공립","N","","1","8","8","1","13","13","1","12","12","1","13","13","1","9","9","1","9","9","0","0","0","0","0","0","6","64","10.7","8","8"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000368","양사초등학교","02","공립","N","","1","8","8","1","10","10","1","4","4","1","6","6","1","6","6","1","9","9","1","1","1","0","0","0","7","44","6.3","7","6.3"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000371","조산초등학교","02","공립","N","","1","6","6","1","13","13","1","6","6","1","10","10","1","11","11","1","9","9","1","3","3","0","0","0","7","58","8.3","7","8.3"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000372","교동초등학교지석분교장","02","공립","N","","0","0","0","0","0","0","1","4","4","0","0","0","1","4","4","1","3","3","0","0","0","0","0","0","3","11","3.7","3","3.7"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000373","하점초등학교","02","공립","N","","1","8","8","1","11","11","1","9","9","1","7","7","1","9","9","1","14","14","1","3","3","0","0","0","7","61","8.7","7","8.7"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000374","합일초등학교","02","공립","N","","1","27","27","1","16","16","1","16","16","1","17","17","1","25","25","2","32","16","0","0","0","0","0","0","7","133","19","8","16.6"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000375","해명초등학교","02","공립","N","","1","6","6","1","6","6","0","0","0","1","7","7","1","5","5","1","3","3","1","2","2","0","0","0","6","29","4.8","6","4.8"
"인천광역시교육청","인천광역시강화교육지원청","인천광역시 강화군","S040000378","화도초등학교","02","공립","N","","1","15","15","1","10","10","1","14","14","1","13","13","1","17","17","1","20","20","1","3","3","0","0","0","7","92","13.1","7","13.1"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000448","대청초등학교","02","공립","N","","1","9","9","1","9","9","1","5","5","1","7","7","1","8","8","1","6","6","1","2","2","0","0","0","7","46","6.6","7","6.6"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000450","덕적초등학교","02","공립","N","","0","0","0","1","4","4","1","5","5","1","6","6","1","4","4","1","13","13","1","1","1","0","0","0","6","33","5.5","6","5.5"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000455","백령초등학교","02","공립","N","","1","23","23","1","13","13","1","15","15","1","14","14","1","23","23","1","15","15","1","3","3","0","0","0","7","106","15.1","8","13.3"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000457","북포초등학교","02","공립","N","","1","22","22","1","15","15","1","19","19","1","25","25","1","11","11","1","12","12","1","5","5","0","0","0","7","109","15.6","8","13.6"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000462","연평초등학교","02","공립","N","","1","17","17","1","12","12","1","14","14","1","11","11","1","15","15","1","15","15","0","0","0","0","0","0","6","84","14","7","12"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000464","영화초등학교","02","사립","N","","2","60","30","2","56","28","2","44","22","2","37","18.5","2","40","20","2","31","15.5","0","0","0","0","0","0","12","268","22.3","12","22.3"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 옹진군","S040000465","영흥초등학교","02","공립","N","","2","38","19","2","42","21","1","28","28","2","39","19.5","2","29","14.5","2","36","18","1","2","2","0","0","0","12","214","17.8","13","16.5"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000470","인성초등학교","02","사립","N","","3","84","28","3","79","26.3","3","78","26","3","68","22.7","3","73","24.3","3","48","16","0","0","0","0","0","0","18","430","23.9","18","23.9"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000471","인천공항초등학교","02","공립","N","","6","149","24.8","5","130","26","5","124","24.8","5","150","30","5","122","24.4","5","146","29.2","1","10","10","0","0","0","32","831","26","38","21.9"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000472","인천관교초등학교","02","공립","N","","7","178","25.4","6","142","23.7","6","148","24.7","6","149","24.8","6","142","23.7","5","135","27","1","6","6","0","0","0","37","900","24.3","43","20.9"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000474","인천남부초등학교","02","공립","N","","6","159","26.5","5","129","25.8","6","134","22.3","5","122","24.4","6","150","25","6","137","22.8","2","13","6.5","0","0","0","36","844","23.4","40","21.1"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000475","인천대화초등학교","02","공립","N","","4","106","26.5","4","104","26","5","106","21.2","3","73","24.3","5","118","23.6","5","99","19.8","1","10","10","0","0","0","27","616","22.8","32","19.3"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000476","인천도화초등학교","02","공립","N","","7","171","24.4","5","129","25.8","6","146","24.3","5","124","24.8","6","138","23","5","123","24.6","1","5","5","0","0","0","35","836","23.9","39","21.4"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000478","인천동명초등학교","02","사립","N","","3","83","27.7","3","83","27.7","2","48","24","2","51","25.5","2","50","25","1","22","22","0","0","0","0","0","0","13","337","25.9","13","25.9"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000479","인천만석초등학교","02","공립","N","","5","117","23.4","4","85","21.3","3","71","23.7","4","88","22","4","88","22","3","67","22.3","2","9","4.5","0","0","0","25","525","21","27","19.4"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000480","인천문학초등학교","02","공립","N","","7","174","24.9","6","149","24.8","7","168","24","7","170","24.3","7","171","24.4","8","191","23.9","2","11","5.5","0","0","0","44","1034","23.5","52","19.9"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000482","인천백학초등학교","02","공립","N","","3","75","25","2","53","26.5","4","80","20","3","82","27.3","4","96","24","5","112","22.4","2","9","4.5","0","0","0","23","507","22","25","20.3"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000483","인천서림초등학교","02","공립","N","","6","158","26.3","5","121","24.2","5","128","25.6","5","134","26.8","5","120","24","4","107","26.8","2","12","6","0","0","0","32","780","24.4","36","21.7"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000484","인천서화초등학교","02","공립","N","","2","44","22","2","39","19.5","2","35","17.5","2","42","21","3","62","20.7","3","60","20","1","5","5","0","0","0","15","287","19.1","17","16.9"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000485","인천서흥초등학교","02","공립","N","","5","138","27.6","4","99","24.8","5","108","21.6","5","110","22","5","116","23.2","5","105","21","2","7","3.5","0","0","0","31","683","22","35","19.5"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000486","인천석암초등학교","02","공립","N","","6","138","23","5","105","21","4","89","22.3","5","107","21.4","6","139","23.2","5","108","21.6","2","11","5.5","0","0","0","33","697","21.1","37","18.8"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000487","인천송림초등학교","02","공립","N","","4","89","22.3","4","85","21.3","3","72","24","5","107","21.4","4","83","20.8","4","94","23.5","1","10","10","0","0","0","25","540","21.6","28","19.3"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000488","인천송월초등학교","02","공립","N","","4","85","21.3","2","45","22.5","3","58","19.3","3","79","26.3","3","76","25.3","3","74","24.7","1","3","3","0","0","0","19","420","22.1","23","18.3"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000489","인천송현초등학교","02","공립","N","","6","156","26","6","141","23.5","6","148","24.7","7","158","22.6","6","138","23","6","143","23.8","2","13","6.5","0","0","0","39","897","23","46","19.5"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000490","인천숭의초등학교","02","공립","N","","8","201","25.1","6","153","25.5","7","167","23.9","8","194","24.3","8","204","25.5","9","209","23.2","2","12","6","0","0","0","48","1140","23.8","55","20.7"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000491","인천승학초등학교","02","공립","N","","4","96","24","3","83","27.7","4","91","22.8","5","111","22.2","4","108","27","4","95","23.8","1","5","5","0","0","0","25","589","23.6","29","20.3"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000492","인천신광초등학교","02","공립","N","","6","141","23.5","5","102","20.4","4","98","24.5","6","143","23.8","5","109","21.8","5","117","23.4","1","9","9","0","0","0","32","719","22.5","38","18.9"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000493","인천신선초등학교","02","공립","N","","5","117","23.4","4","98","24.5","4","97","24.3","4","92","23","4","99","24.8","4","85","21.3","2","11","5.5","0","0","0","27","599","22.2","30","20"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000494","인천신흥초등학교","02","공립","N","","4","98","24.5","4","76","19","4","88","22","4","98","24.5","5","116","23.2","4","103","25.8","3","15","5","0","0","0","28","594","21.2","30","19.8"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000496","인천연안초등학교","02","공립","N","","2","45","22.5","1","28","28","2","40","20","2","49","24.5","2","46","23","2","53","26.5","0","0","0","0","0","0","11","261","23.7","13","20.1"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000497","인천영종초등학교","02","공립","N","","7","207","29.6","7","173","24.7","6","161","26.8","6","175","29.2","5","151","30.2","5","116","23.2","2","13","6.5","0","0","0","38","996","26.2","43","23.2"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000500","인천용유초등학교","02","공립","N","","1","14","14","1","8","8","1","9","9","1","18","18","1","12","12","1","8","8","1","4","4","0","0","0","7","73","10.4","7","10.4"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000502","인천용일초등학교","02","공립","N","","6","145","24.2","5","119","23.8","6","142","23.7","5","116","23.2","6","144","24","6","144","24","2","11","5.5","0","0","0","36","821","22.8","40","20.5"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000503","인천용정초등학교","02","공립","N","","2","46","23","3","54","18","2","35","17.5","3","58","19.3","3","63","21","3","68","22.7","1","7","7","0","0","0","17","331","19.5","19","17.4"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000504","인천용현남초등학교","02","공립","N","","7","174","24.9","7","172","24.6","6","153","25.5","8","199","24.9","7","177","25.3","7","169","24.1","1","10","10","0","0","0","43","1054","24.5","51","20.7"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000506","인천용현초등학교","02","공립","N","","9","218","24.2","7","184","26.3","8","191","23.9","9","207","23","8","209","26.1","8","200","25","2","12","6","0","0","0","51","1221","23.9","58","21.1"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000507","인천운서초등학교","02","공립","N","","2","34","17","2","26","13","1","17","17","1","27","27","1","22","22","1","19","19","1","8","8","0","0","0","9","153","17","9","17"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000509","인천인주초등학교","02","공립","N","","7","169","24.1","7","181","25.9","6","146","24.3","7","159","22.7","6","147","24.5","6","151","25.2","1","5","5","0","0","0","40","958","24","46","20.8"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000510","인천주안남초등학교","02","공립","N","","7","168","24","4","107","26.8","6","153","25.5","5","116","23.2","5","131","26.2","6","152","25.3","1","5","5","0","0","0","34","832","24.5","40","20.8"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000511","인천주안북초등학교","02","공립","N","","6","142","23.7","4","94","23.5","4","98","24.5","4","85","21.3","5","107","21.4","5","106","21.2","2","16","8","0","0","0","30","648","21.6","34","19.1"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000512","인천주안초등학교","02","공립","N","","5","124","24.8","5","129","25.8","5","118","23.6","6","148","24.7","6","138","23","6","142","23.7","2","9","4.5","0","0","0","35","808","23.1","44","18.4"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000513","인천창영초등학교","02","공립","N","","2","32","16","2","48","24","2","42","21","2","48","24","2","54","27","3","67","22.3","1","7","7","0","0","0","14","298","21.3","16","18.6"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000515","인천연학초등학교","02","공립","N","","4","81","20.3","3","68","22.7","3","71","23.7","3","69","23","5","110","22","4","90","22.5","2","10","5","0","0","0","24","499","20.8","26","19.2"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000516","인천학익초등학교","02","공립","N","","4","89","22.3","4","96","24","4","103","25.8","4","100","25","4","94","23.5","4","101","25.3","1","5","5","0","0","0","25","588","23.5","31","19"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000639","상인천초등학교","02","공립","N","","6","135","22.5","6","141","23.5","5","113","22.6","5","130","26","6","151","25.2","6","137","22.8","1","4","4","0","0","0","35","811","23.2","40","20.3"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000641","인천간석초등학교","02","공립","N","","5","122","24.4","5","111","22.2","5","109","21.8","4","101","25.3","5","126","25.2","6","141","23.5","2","9","4.5","0","0","0","32","719","22.5","36","20"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000642","인천구월서초등학교","02","공립","N","","7","162","23.1","6","149","24.8","5","122","24.4","6","152","25.3","7","161","23","7","163","23.3","2","11","5.5","0","0","0","40","920","23","45","20.4"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000643","인천구월초등학교","02","공립","N","","2","54","27","3","66","22","2","52","26","3","69","23","3","61","20.3","3","77","25.7","2","6","3","0","0","0","18","385","21.4","20","19.3"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000644","인천남동초등학교","02","공립","N","","5","116","23.2","4","105","26.3","4","99","24.8","6","144","24","6","137","22.8","6","147","24.5","1","6","6","0","0","0","32","754","23.6","37","20.4"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000645","인천남촌초등학교","02","공립","N","","5","129","25.8","5","124","24.8","5","123","24.6","5","119","23.8","6","134","22.3","7","162","23.1","2","12","6","0","0","0","35","803","22.9","40","20.1"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000646","인천논곡초등학교","02","공립","N","","7","159","22.7","6","154","25.7","6","143","23.8","7","159","22.7","6","134","22.3","6","140","23.3","2","13","6.5","0","0","0","40","902","22.6","46","19.6"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000647","인천논현초등학교","02","공립","N","","5","150","30","5","141","28.2","5","124","24.8","5","135","27","6","147","24.5","5","112","22.4","0","0","0","0","0","0","31","809","26.1","39","20.7"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000648","인천능허대초등학교","02","공립","N","","6","154","25.7","6","154","25.7","6","140","23.3","6","150","25","6","161","26.8","7","163","23.3","0","0","0","0","0","0","37","922","24.9","46","20"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000649","인천담방초등학교","02","공립","N","","5","109","21.8","5","120","24","5","116","23.2","6","141","23.5","5","130","26","6","140","23.3","1","7","7","0","0","0","33","763","23.1","40","19.1"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000650","인천도림초등학교","02","공립","N","","6","141","23.5","5","106","21.2","4","110","27.5","4","98","24.5","4","89","22.3","4","98","24.5","2","10","5","0","0","0","29","652","22.5","31","21"
